name_code	distribution
382863	On rocky substrates in subtropical waters. Usually found on open substrates with remote outcrops of reef or soft-bottom substrates at moderate depths. Feeds on fish and crustaceans. Spines are venomous.
382865	Indo-Pacific: Red Sea southward to Sodwana Bay in South Africa and eastward to the Society Islands, north to the Ryukyu Islands, south to New Caledonia; throughout Micronesia. Records from the Mascarene Islands lack verification and are probably based on
382866	Not commercial food species, edible, common aquarium speices.
382867	Indo-Pacific: western Australia and Malaysia to the Marquesan Islands and Oeno (Pitcairn group) and Taiwan; north to southern Japan and southern Korea; south to Lord Howe, Kermadec, and Austral Islands; throughout Micronesia. Also known from Inhaca Island
382868	Indo-West Pacific: East Africa to the Caroline Islands, Taiwan, north to southern Japan.
382869	Northwest Pacific: Hachij&#244;jima, Japan.
382870	Indo-West Pacific. Taiwan and soutn Japan.
382871	Northwest Pacific: Chiba Prefecture, Taiwan, Japan to Pusan, South Korea.
382872	Northwest Pacific: Taiwan, Japan and South Korea.
382873	Northwest Pacific: Taiwan, Japan and South Korea.
382874	Indo-Pacific: Red Sea and East Africa to the Pitcairn group, north to Izu Islands, south to New South Wales, Australia. Throughout Micronesia Taiwan: around Taiwan.
382875	Indo-Pacific: Red Sea and East Africa to the Marquesan and Pitcairn islands, north to Ryukyu and Hawaiian islands, south to Australia; throughout Micronesia.
382876	Indo-Pacific: East Africa to the Hawaiian, Line, and Society islands, north to Taiwan, south to northern Australia; throughout Micronesia.
382877	Indo-West Pacific: known from scattered localities.
382878	Indo-Pacific: East Africa to Samoa and the Austral Islands, north to the Ryukyu Islands; Pohnpei, Mariana and Marshall islands in Micronesia.  Taiwan: South and green island.
382879	Indo-Pacific: Red Sea to the Marquesan and Tuamoto islands, north to the Ryukyu and Hawaiian islands, south to Lord Howe Island; throughout Micronesia.  Taiwan: south.
382880	Indo-West Pacific: East Africa to Micronesia, north to Taiwan, south to Australia. Taiwan: soutn Taiwan and Orchid island.
382881	Northwest Pacific: southern Japan and China south to Hong Kong and northern Taiwan.  Taiwan: sea around Taiwan, islands.
382882	Indo-Pacific: Red Sea and East Africa to the Hawaiian Islands and islands of French Polynesia; north to southern Japan; south to the Great Barrier Reef and New Caledonia. Throughout Micronesia.
382883	Indo-West Pacific.  Taiwan: north, west, south.
382884	"Indo-West Pacific: Red Sea and Sodwana Bay, South Africa to the Mariana Islands, north to Taiwan; Palau and Guam in Micronesia; probably more widespread.  Taiwan: it's assumed founded in Taiwan."
382885	Indo-Pacific: Red Sea and East Africa to Guam, Palau, Polynesia in Micronesia.  Taiwan: a specieman sampled in south Taiwan.
382886	Indo-West Pacific: Pakistan and Sri Lanka to New Britain, Taiwan, Papua New Guinea. Taiwan: three specimens collected in south Taiwan.
382888	Indo-Pacific: Red Sea south to Port Alfred, South Africa and east to the Line Islands, north to Ryukyu Islands, south to Samoa and Australia; throughout Micronesia.
382889	Indo-Pacific: Red Sea and East Africa to the Society Islands, north to Taiwan, south to Queensland, Australia; Caroline and Mariana islands in Micronesia.
382890	Western Pacific: East China Sea, South China Sea, Hong Kong, and from southern Japan to eastern Korea.
382891	Western Pacific: southern Hokkaido, Japan, Taiwan to the Philippines.
382892	Western Pacific: Miyagi Prefecture in Japan to the East China Sea and the southern Korean Peninsula. Also a first record in Indonesian waters.
382893	Indo-West Pacific: Indian Ocean east to Fukushima Prefecture, Taiwan, Japan, south to Australia. Also reported from the Arafura Sea.
382894	Indo-West Pacific: Sagami Bay to Amami&#244;shima in Japan. Also recorded in Taiwan. A new record for Indonesia.
382895	Indo-Pacific: Red Sea and East Africa to French Polynesia, north to the Ryukyu and Ogasawara islands, south to Queensland, Australia.
382896	Northwest Pacific: southern Japan and China south to Hong Kong and northern Taiwan.  Taiwan: around Taiwan and islands.
382897	Northwest Pacific: Japan and Taiwan.  Taiwan distribution is unclear yet.
382898	Indo-West Pacific: India to Indonesia, north to Hong Kong and southern China.
382899	Indo-West Pacific: Delagoa Bay, Mozambique to the Cape, South Africa; common in Australia and New Zealand and Taiwan and reported from Japan and Korea. Also reported from Hong Kong.
382900	Indo-Pacific: Japan to the Philippines and the Arafura Sea. Also recorded from Darwin to North West Cape.
382901	Northwest Pacific: Japan, the East China Sea, and eastern Korea.
382902	Western Pacific: southern Japan, Taiwan to the South China Sea.
382903	Northwest Pacific: southern Japan, Taiwan to the East China Sea.
382904	Northwest Pacific: southern Japan and the East China Sea.
382905	Western Pacific: Japan to East and northern South China Sea, and Indonesia.
382906	Western Pacific: Tosa Bay, Japan, Taiwan and the South China Sea.
382907	Northwest Pacific: southern Japan, Taiwan and the East China Sea.
382908	Indo-West Pacific: southern Japan, Taiwan to the South China Sea and the Philippines. Also found in the Arafura Sea and Australia, a new record for the northeastern Indian Ocean.
382909	Western Pacific: southern Japan and the Philippines.
382910	Northwest Pacific: southern Japan, the East China Sea, and the Yellow Sea.
382911	Indo-West Pacific: Derby, Australia, the Arafura Sea and northwards Also recorded from southern Japan and Taiwan.
382912	Indo-Pacific: Japan southward, Taiwan to the Philippines, also in western and eastern Australia and around Madagascar, Mozambique Channel and Andaman Sea.
382913	Western Pacific: Japan southward to Taiwan, eastward to Saipan. Also reported from New Caledonia. Including the Kyushu-Palau Ridge, East China Sea, and Saigon.
382914	Indo-West Pacific: Ryukyu Islands to the South China Sea, Taiwan, Japan and Indonesia. Also reported from northwestern Australia and the Arafura Sea
382915	Northwest Pacific: southern Japan, Taiwan and the East China Sea.
382916	Indo-West Pacific:Japan, Taiwan, Derby(Australia), the Arafura Sea and northwards.
382927	Throughout the world ocean in tropical and temperate latitudes. It is very rare and only found in southern Taiwanese waters.
382928	Distributed in the Atlantic, Indian and Pacific Ocean. It is very rare and only found in northeastern Taiwanese waters.
382929	Worldwide except Arctic and Mediterranean seas. It is mainly found in northeastern Taiwanese waters.
382930	Distributed in tropical and subtropical deeper waters of Indian and Pacific. It is found in northeastern Taiwanese waters.
382931	Worldwide in tropical to temperate seas. It is found in southern Taiwanese waters.
382951	Indo-West Pacific, recorded from Japan, Taiwan, Papua New Guinea, and Indonesia. Depth rang is about 60-1840 m.
382952	Indo-Pacific: including Japan, Taiwan, Australia, off the Hawaiian Islands, and the Timor Sea. Depth range is about 200-550 m.
382958	Extensively distributed in eastern Asia and islands nearby, ranging from India to China. Abundant in western portion of Taiwan.
383056	Worldwide in subtropical and tropical oceans. Eastern Atlantic: France to Namibia, including Azores and Madeira. Western Atlantic: southern New England, USA and Gulf of Mexico to Uruguay. Pacific Ocean: Hawaii, Taiwan, Japan and Nazca and Sala-y-Gomez. It
383057	Distributed in the Indo-West Pacific from  Japan to Australia.  is found in northeastern and southwestern Taiwanese waters.
383058	Eastern Atlantic: Spain to the Gulf of Guinea and southward to Durban, South Africa. Western Atlantic: Georges Bank to off Suriname. North Pacific: Japan and Hawaii. It is very rare and only found in southern Taiwanese waters.
383059	Eastern Atlantic: Gulf of Guinea, off Senegal, and off South Africa; reported from Namibia. Western Atlantic: Virginia, USA to northern South America. Western Pacific: Japan, Philippines, New Caledonia, between Fiji and Tonga Islands, Australia, New Zeala
383060	Distributed in Japan, Taiwan, Arafura Sea, and Australia. It is found in sourthern Taiwanese waters.
383062	Western Atlantic: southeastern USA and northern Gulf of Mexico to western Caribbean; northern coast of South America. Eastern Atlantic: Bay of Biscay round the South African coast to Natal. Indian Ocean: Somalia and off the south-west coast of India. West
383063	Western Central Atlantic: northern Cuba. Indo-West Pacific: Natal (South Africa), Japan, and Taiwan; Chesterfield Island. It is very rare and only found in souyhern Taiwanese waters.
383065	Worldwide in distribution. Eastern Atlantic: Norway to South Africa, also the Mediterranean and Black Sea. Western Pacific: Japan, Korea, Australia and New Zealand. Also known from the Indian Ocean. It is a common species in Taiwan except eastern part.
383066	Western Indian Ocean including Red Sea, South Africa, Mozambique, Kenya, Madagascar, Aldabra group, Mauritius, Seychelles, Chagos Archipelago, Western Central Pacific including Indonesia, Taiwan, Guam, The Philippines, Palau, Marshall, Solomon and Phoenix
383067	Western Atlantic including Florida, Bahamas, Cuba, Nicaragua, Cost Rica, Venezuela. Eastern North Atlantic including Senegal, Gambia, Sierra Leone, Ivory Coast and Ghana. Mediterranean Sea. Western Indian Ocean including South Africa, Madagascar, India, R
383068	Indian Ocean including Madagascar, Mauritius, Seychelles, India. Western central Pacific including Singapore, Thailand, Viet Nam, China, Taiwan, The Philippines, Indonesia, New Guinea, Australia, Hawaiian Islands.
383069	Western Atlantic including Mexico, Gulf of Mexico, southern Brazil to Argentina. Eastern Atlantic including Mediterranean Sea, off France and Algeria, Morocco, Mauritania, Canary Islands, Guinea, Namibia to South Africa. Western Indian Ocean including Sou
383070	Western Atlantic including northern Carolina to Florida, Bahamas, Cuba, northern Gulf of Mexico, British Guiana, southern Brazil. Eastern Atlantic including Mediterranean, Cape Verde Islands, Senegal, Guinea and Sierra Leone, Togo and Nigeria, Angola. Ind
383071	Indo-West Pacific including The Gulf and Arabian Sea between Gulf of Oman and Pakistan, India, Singapore, Malaysia, Java, Thailand, Borneo, Viet Nam, China, Japan, Taiwan.
383072	Oceanic and coastal, Circumtropical. Western, eastern and central Atlantic. Indian Ocean. Red Sea. Western, eastern and central Pacific. In Taiwan, this species can be found in northeastern and eastern waters.
383073	Wide distribute along the continental coasts of all tropical and subtropical seas and sometimes traveling far up warm rivers and into freshwater lakes. In Taiwan, this species were caught by longliner from northeastern and eastern waters uncommonly.
383074	Western Atlantic from Massachusetts to southern Brazil including Gulf of Mexico and Caribbean. Eastern Atlantic including Madeira, Mediterranean, Canary Islands, Senegal to Zaire. Indo-West Pacific including South Africa, Madagascar, and Red Sea to India,
383075	This species primarily distributed in tropical and warm-temperate oceanic maters including Atlantic ocean, Indian Ocean, Red Sea, Pacific Ocean.
383076	Indo-West Pacific including Kenya, Tanzania, Pakistan, India, Andaman Sea, Burma, Viet Nam, China, Taiwan, New Guinea.
383077	Eastern Mediterranean Sea. Indian Ocean including South Africa, Mauritius, Seychelles, and Madagascar to Red Sea, the Gulf, Pakistan, India, Sri Lanka, Andaman, and Maldive Islands. Western Pacific from Thailand to China, including Japan, Taiwan, The Phil
383078	Western Atlantic including southern Massachusetts and George Bank to Florida, Bahamas, Cuba, north Gulf of Mexico, and Nicaragua. Eastern north Atlantic including Canary and Cape Verde Islands, Senegal, Sierra Leone. Western Indian Ocean including South A
383079	Western Atlantic including southern Massachusetts to Florida, northern and western Gulf of Mexico, Bahamas, Cuba, Nicaragua, Costa Rica, Venezuela, southern Brazil. Eastern Atlantic including Mediterranean Sea, Portugal, Morocco, Senegal, Cape Verde Islan
383080	Indo-West Pacific including Mozambique and South Africa, Madagascar, Mauritius, Seychelles, Red Sea, Aden, south Yemen, Pakistan, Sri Lanka, Singapore, Java, Thailand, Viet, Nam, China, Taiwan, The Philippines, Australia, Solomon Islands.
383081	Western Atlantic including Gulf of Mexico, Caribbean islands. Eastern North Atlantic including Iceland, UK, Morocco,  Canary Islands, Senegal, Gambia, Guinea, Ivory Coast, Ghana. Indo-West Pacific from south Africa north to the Red Sea and east to Pakista
